Timestamp IST,Coin,Side,Closed PnL
08-01-2025 23:00,GRIFFAIN,BUY,4.43586
23-12-2024 22:23,FARTCOIN,BUY,23.02032
29-04-2025 05:32,HYPE,SELL,0.0
23-04-2025 06:03,POPCAT,BUY,-40.06908
19-03-2025 13:59,BTC,SELL,10.23
11-11-2024 08:40,ETH,SELL,0.0
14-12-2024 11:59,PURR/USDC,SELL,750.958004
17-02-2025 00:24,HYPE,BUY,0.0
24-12-2024 08:18,PURR,BUY,1.08504
13-04-2025 18:27,@107,BUY,0.0
28-03-2025 10:10,BTC,BUY,0.0
04-03-2024 21:52,kBONK,BUY,17.544132
07-04-2025 12:18,PURR/USDC,SELL,-35.888644
30-01-2025 20:32,HYPE,SELL,0.0
16-04-2025 23:30,BTC,BUY,0.0
19-12-2024 13:19,@107,SELL,4.573615
12-04-2025 04:55,BTC,SELL,0.0
17-12-2024 20:21,ETH,SELL,0.0
24-02-2025 23:45,@85,BUY,0.0
21-03-2025 19:36,HYPE,BUY,0.0
27-01-2025 07:08,@107,SELL,-17.386708
26-04-2025 15:15,@107,BUY,0.0
12-02-2025 23:19,HYPE,SELL,0.0
18-11-2024 10:46,PURR/USDC,SELL,88.197872
14-12-2024 20:32,HYPE,SELL,3.861
06-03-2025 01:39,BTC,SELL,0.0
22-03-2025 05:48,HYPE,SELL,0.0
10-12-2024 11:09,@107,SELL,-0.266679
12-12-2024 13:25,HYPE,SELL,0.0
26-03-2025 10:13,HYPE,BUY,0.0
06-03-2025 20:06,SOL,BUY,0.0
19-04-2025 20:06,SOL,SELL,0.0
25-02-2025 03:43,HYPE,BUY,0.0
24-02-2025 18:55,HYPE,SELL,0.12692
24-04-2025 23:02,BTC,SELL,0.00945
09-04-2025 23:01,ETH,SELL,32.7004
15-02-2025 01:31,HYPE,SELL,2.752692
04-03-2025 18:13,@107,SELL,3.126215
23-12-2024 10:28,@107,BUY,0.0
28-03-2025 22:58,BTC,BUY,0.0
18-12-2024 11:08,ENA,SELL,0.0
19-01-2025 15:37,@107,SELL,6.317022
12-02-2025 06:22,ETH,SELL,3.5
29-03-2025 13:29,HYPE,SELL,1.1726
01-12-2024 06:11,APE,BUY,34.243681
19-12-2024 17:19,@107,SELL,13.096486
03-03-2025 19:12,ETH,SELL,0.0
02-04-2025 18:22,HYPE,SELL,70.719756
29-04-2025 05:42,HYPE,SELL,0.0
09-01-2024 02:02,NTRN,SELL,4.882077
07-06-2024 23:41,ETH,BUY,282.802341
14-02-2025 22:51,HYPE,BUY,-7.73075
24-01-2025 02:57,@107,SELL,21.600328
21-03-2025 19:31,HYPE,BUY,0.0
06-03-2025 00:16,HYPE,SELL,26.332796
09-04-2025 10:14,SUI,SELL,993.2348
16-04-2025 22:39,BTC,BUY,0.0
03-02-2025 04:24,ETH,SELL,143.69216
03-02-2025 08:15,@107,SELL,1.969983
01-02-2025 21:22,PURR,SELL,4.3549
12-03-2025 01:34,HYPE,SELL,57.856113
05-03-2025 14:55,HYPE,SELL,44.605
03-04-2025 05:58,HYPE,BUY,0.0
15-12-2024 08:25,HYPE,BUY,0.0
06-04-2025 06:14,HYPE,SELL,6.543
23-04-2025 05:07,HYPE,SELL,0.0
13-04-2025 03:20,HYPE,SELL,0.0
08-02-2024 12:51,DYM,SELL,0.0
26-04-2025 00:19,LAYER,SELL,0.0
07-02-2025 02:23,BERA,BUY,0.0
10-12-2024 18:31,LTC,BUY,6.273301
18-01-2025 15:47,HYPE,BUY,0.0
25-01-2025 04:39,HYPE,BUY,20.904058
03-02-2025 17:24,@107,BUY,0.0
13-04-2025 19:48,BTC,BUY,0.0
19-04-2025 13:30,HYPE,SELL,0.0
13-12-2024 23:12,BTC,SELL,0.0
09-04-2025 19:14,ETH,BUY,0.8475
22-04-2025 08:55,OGN,BUY,16.811358
18-06-2024 07:38,LINK,BUY,0.0
07-02-2025 21:20,ONDO,SELL,0.023338
03-02-2025 09:48,@107,BUY,0.0
14-12-2024 07:53,HYPE,BUY,0.0
12-03-2025 01:02,HYPE,SELL,192.141126
20-01-2025 14:17,PURR,BUY,4.272
16-02-2025 07:02,HYPE,BUY,0.0
04-02-2025 03:46,HYPE,SELL,0.0
23-03-2025 19:20,@107,SELL,6.620375
16-04-2025 22:31,BTC,SELL,3.7664
30-12-2024 02:27,XRP,BUY,3.707002
25-02-2025 21:27,HYPE,SELL,1.812672
07-04-2025 04:33,SOL,BUY,0.0
23-04-2025 04:00,kBONK,BUY,-27.15108
08-04-2025 12:16,@107,BUY,0.0
12-12-2024 18:55,@107,SELL,83.037455
13-03-2025 18:23,HYPE,BUY,0.0
29-02-2024 23:02,ONDO,SELL,70.48184
31-03-2025 21:58,BTC,BUY,0.0
01-03-2025 17:23,@107,BUY,0.0
10-08-2024 22:14,@8,BUY,0.0
07-04-2025 05:05,HYPE,BUY,0.0
19-04-2025 17:34,HYPE,BUY,2.444808
20-12-2024 21:50,@107,SELL,196.44446
15-04-2025 21:41,IP,SELL,0.0
18-09-2024 04:18,@4,SELL,-6.160981
20-02-2025 21:28,HYPE,BUY,0.0
24-01-2025 10:42,PENGU,SELL,0.0
23-04-2025 19:23,@107,BUY,0.0
10-04-2025 13:20,ZEREBRO,SELL,0.0
17-02-2025 08:28,@107,BUY,0.0
19-12-2024 11:00,@107,SELL,14.505955
20-04-2025 19:26,PAXG,SELL,0.0
12-12-2024 14:36,BRETT,BUY,-21.035682
10-04-2025 20:53,BTC,BUY,0.146908
27-04-2025 07:04,BIO,SELL,0.195604
18-01-2025 07:37,HYPE,SELL,0.0
22-12-2024 10:37,HYPE,BUY,0.0
19-04-2025 13:54,HYPE,BUY,-1.81712
12-04-2025 09:15,BTC,SELL,48.375
20-03-2025 02:09,HYPE,SELL,68.618916
04-03-2025 07:51,S,BUY,-88.4384
24-02-2025 08:57,HYPE,BUY,0.0
22-04-2025 19:08,HYPE,SELL,0.0
25-04-2025 08:31,@142,BUY,0.0
22-11-2024 03:36,SOL,BUY,0.0
25-08-2024 02:38,ETH,SELL,0.0
01-05-2025 05:55,SOL,SELL,84.526924
26-03-2025 19:51,@107,SELL,-21.280264
06-02-2024 02:24,ETH,BUY,-5.323887
09-02-2025 09:26,ETH,BUY,17.02148
21-11-2024 00:12,SOL,BUY,0.0
14-02-2025 01:26,HYPE,SELL,0.0
04-03-2025 07:05,HYPE,BUY,13735.0525
10-12-2024 05:30,PURR,SELL,4.5305
23-02-2025 00:44,TAO,BUY,0.0
06-12-2024 10:14,@107,BUY,0.0
04-02-2025 18:26,HYPE,SELL,0.0
20-02-2025 04:56,SEI,SELL,26.91095
21-02-2025 05:07,BERA,SELL,172.94368
23-07-2024 03:10,ZRO,SELL,29.887866
05-06-2024 06:20,ORDI,BUY,3.23115
19-04-2025 23:29,BTC,SELL,137.42872
18-04-2025 00:10,BTC,SELL,0.05694
05-04-2025 05:15,HYPE,BUY,0.0
21-12-2024 07:52,@107,SELL,120.670662
03-04-2025 19:22,HYPE,BUY,0.0
13-03-2025 18:23,HYPE,SELL,4.169088
07-04-2025 19:57,HYPE,SELL,-9.029334
14-03-2025 09:44,HYPE,SELL,1.326101
12-12-2024 14:06,@107,SELL,1.80871
27-01-2025 07:57,PURR/USDC,SELL,2.603921
22-01-2025 16:17,ANIME,SELL,10.47075
24-01-2025 16:08,XRP,SELL,0.0
20-07-2024 21:17,ZRO,SELL,0.0
28-03-2025 16:39,HYPE,BUY,0.0
11-03-2025 05:53,HYPE,BUY,0.0
24-11-2024 10:52,TNSR,SELL,0.0
18-11-2024 02:40,PNUT,SELL,5.047275
18-12-2024 23:05,USUAL,BUY,1.955
27-03-2025 17:18,MELANIA,BUY,49.19421
18-02-2025 23:18,HYPE,BUY,7.96536
15-12-2024 06:20,@107,BUY,0.0
19-02-2025 09:41,HYPE,BUY,0.0
19-02-2025 04:06,HYPE,SELL,0.0
07-03-2025 07:35,BTC,SELL,0.0
12-12-2024 11:42,AAVE,BUY,0.0
20-11-2024 14:35,SOL,SELL,8.0615
04-04-2025 23:10,MELANIA,SELL,0.0
10-04-2025 22:59,ADA,SELL,0.0
29-03-2025 17:37,HYPE,SELL,-0.581592
25-04-2025 06:39,TAO,SELL,0.0
18-04-2025 03:37,@107,BUY,0.0
14-02-2025 00:31,@107,SELL,1062.178947
19-12-2024 01:45,@107,BUY,0.0
09-04-2025 19:14,ETH,BUY,0.8475
29-03-2025 14:45,HYPE,SELL,6.22
16-12-2024 13:46,@107,BUY,0.0
09-04-2025 23:08,ADA,BUY,-101.85504
16-04-2025 19:30,@107,BUY,0.0
17-02-2024 20:04,ONDO,SELL,1.4805
05-02-2025 01:23,BTC,SELL,-398.80512
22-04-2025 16:42,POPCAT,SELL,0.0
14-02-2025 12:22,HYPE,SELL,0.0
12-03-2025 01:12,HYPE,SELL,30.16923
16-01-2025 00:31,PURR,SELL,0.0
23-04-2025 21:51,TRUMP,BUY,89.4285
07-02-2025 22:11,ONDO,SELL,4.21452
09-04-2025 17:28,SOL,BUY,0.0
05-03-2025 07:08,@107,BUY,0.0
05-02-2025 00:32,BTC,SELL,17.058316
21-11-2024 20:58,ETH,SELL,1.03
12-02-2025 06:20,ETH,BUY,0.0
26-03-2025 07:46,BTC,BUY,0.0
28-01-2025 12:06,DOGE,SELL,9.994963
26-03-2025 19:57,HYPE,BUY,-0.401604
22-03-2025 05:40,HYPE,SELL,0.0
24-04-2025 03:56,HYPE,SELL,0.04875
10-01-2025 01:49,HYPE,BUY,0.0
07-02-2025 20:47,HYPE,BUY,14.139933
26-04-2025 15:34,MAVIA,BUY,11.769672
13-04-2025 06:43,HYPE,SELL,0.0
12-12-2024 12:43,@107,SELL,72.119377
26-03-2025 18:54,HYPE,BUY,0.0
12-04-2025 05:59,BTC,BUY,-6.06303
11-12-2024 10:02,@107,SELL,2.913999
19-03-2025 20:48,HYPE,BUY,0.0
06-04-2025 20:17,HYPE,SELL,14.617328
24-02-2025 13:36,HYPE,BUY,0.0
05-02-2025 10:36,VINE,BUY,0.0
11-04-2025 02:26,BTC,SELL,-0.065607
09-05-2024 21:38,ETH,SELL,189.881616
25-02-2025 04:28,IP,BUY,0.0
21-10-2024 16:45,APE,SELL,0.0
12-04-2025 04:55,BTC,SELL,0.0
07-02-2025 20:47,HYPE,BUY,14.029512
03-02-2025 05:02,MELANIA,SELL,0.0
17-12-2024 02:22,FTT,SELL,0.0
20-03-2025 02:04,BTC,SELL,0.29095
21-01-2025 23:58,ANIME,BUY,0.519026
23-03-2025 23:43,HYPE,BUY,0.0
24-03-2025 19:26,HYPE,SELL,0.0
01-02-2025 18:53,JELLY,BUY,27.647187
21-03-2025 04:38,BTC,BUY,0.0
28-02-2025 03:25,ETH,BUY,22803.50057
05-02-2025 01:23,BTC,SELL,-17.29512
25-01-2025 02:03,BTC,BUY,0.0
02-04-2025 17:30,HYPE,SELL,44.209043
16-03-2025 14:51,HYPE,BUY,0.0
04-02-2025 03:48,ETH,SELL,0.0
02-04-2025 18:22,HYPE,SELL,16.403404
23-04-2025 22:02,MELANIA,BUY,-37.673202
13-04-2025 06:51,HYPE,SELL,0.0
27-02-2025 01:22,@107,BUY,0.0
04-02-2025 10:17,HYPE,BUY,59.238
13-04-2025 06:55,HYPE,SELL,0.0
21-12-2024 00:28,HYPE,BUY,0.0
24-02-2025 13:36,HYPE,BUY,0.0
12-04-2025 04:58,BTC,SELL,0.0
09-04-2025 22:58,@107,SELL,-293.728945
24-02-2025 13:35,HYPE,BUY,0.0
10-03-2025 20:40,HYPE,SELL,23.7525
09-04-2025 23:03,FARTCOIN,BUY,-1140.976536
21-02-2025 23:07,BTC,BUY,0.0
20-04-2025 15:05,HYPE,BUY,20.737602
27-03-2025 17:26,MELANIA,SELL,0.0
23-01-2025 05:54,HYPE,SELL,105.756952
19-12-2024 13:52,@107,SELL,1.661867
30-01-2025 19:18,HYPE,BUY,3.438567
17-11-2024 09:11,kBONK,SELL,0.0
03-03-2025 01:31,BTC,SELL,0.0
09-04-2025 17:40,SOL,BUY,0.0
30-09-2024 11:26,EIGEN,SELL,0.0
23-07-2024 03:18,ZRO,SELL,43.985916
08-02-2025 19:33,@37,BUY,0.0
05-12-2024 09:36,RENDER,BUY,12.682052
20-12-2024 21:19,@107,BUY,0.0
19-12-2024 17:47,@107,BUY,0.0
10-03-2025 05:17,HYPE,BUY,0.0
19-04-2025 22:34,SOL,BUY,0.0
22-12-2024 20:21,@107,BUY,0.0
12-12-2024 19:01,@107,SELL,0.671292
24-02-2025 18:27,HYPE,SELL,1.676
07-03-2025 20:39,HYPE,SELL,24.43077
26-03-2025 08:52,HYPE,SELL,-10.096216
24-03-2025 18:16,HYPE,SELL,0.0
26-12-2024 11:42,@107,SELL,0.508316
24-04-2025 01:11,BTC,BUY,0.0
03-02-2025 23:07,HYPE,BUY,31.733015
04-02-2025 01:19,GRIFFAIN,SELL,81.18615
24-02-2025 18:53,HYPE,SELL,0.0863
22-02-2025 00:45,ONDO,BUY,0.0
14-03-2025 07:58,HYPE,SELL,37.100245
06-02-2024 02:08,BTC,SELL,-5.869905
14-03-2025 09:56,HYPE,SELL,1.149
19-12-2024 10:43,ENA,SELL,0.0
20-01-2025 03:11,ONDO,SELL,11.2299
27-02-2025 11:01,HYPE,SELL,0.0
12-04-2025 05:59,BTC,BUY,-42.428525
30-11-2024 13:08,ADA,SELL,0.0
26-03-2025 03:34,HYPE,BUY,0.0
26-04-2025 05:12,BTC,BUY,0.0
23-01-2025 20:02,BTC,SELL,0.470496
22-01-2025 09:43,HYPE,SELL,0.0
16-12-2024 05:57,HYPE,SELL,13.294812
19-01-2025 01:04,PURR/USDC,SELL,1.20667
16-12-2024 22:16,@125,SELL,55.987393
19-12-2024 13:14,@107,SELL,12.848927
21-01-2025 22:08,ENA,BUY,0.0
09-12-2024 14:33,IMX,BUY,3.465306
29-04-2025 00:31,SOL,BUY,0.0
14-03-2025 09:46,HYPE,SELL,0.192807
07-02-2025 20:47,HYPE,BUY,5.656068
30-12-2024 20:34,SUI,SELL,133.59128
17-12-2024 08:37,ETH,SELL,0.0
12-03-2025 14:52,HYPE,BUY,0.0
10-04-2025 02:09,BTC,SELL,0.0
17-04-2025 17:16,HYPE,SELL,0.0
04-03-2025 11:06,HYPE,BUY,0.0
03-02-2025 20:34,HYPE,SELL,0.0
19-04-2025 11:15,HYPE,SELL,0.0
11-04-2025 05:38,TRUMP,SELL,0.0
24-02-2025 07:06,@107,SELL,-18.675754
11-12-2024 10:04,@107,SELL,1.783343
09-04-2025 20:45,BTC,SELL,0.70766
10-03-2025 20:35,ETH,BUY,0.0
25-02-2025 21:27,HYPE,SELL,0.61
21-07-2024 14:17,ZRO,SELL,0.0
01-05-2025 04:30,SOL,BUY,84.30633
13-03-2025 12:28,HYPE,SELL,13.799835
08-04-2025 15:32,HYPE,BUY,0.0
15-12-2024 10:20,@107,BUY,0.0
07-02-2025 22:11,BTC,SELL,0.027525
21-01-2025 08:59,@59,SELL,215.236113
26-12-2024 11:40,@107,SELL,2.198817
30-09-2024 11:30,EIGEN,SELL,0.0
28-11-2024 02:12,CHILLGUY,SELL,0.0
23-04-2025 06:03,kPEPE,SELL,0.0
07-12-2024 02:28,FTT,BUY,22.656842
24-04-2025 23:01,GMX,BUY,0.0
28-04-2025 19:29,BTC,BUY,-32.98229
22-04-2025 21:25,BTC,SELL,0.0
08-12-2024 03:30,SOL,SELL,0.0
06-02-2025 04:55,VVV,SELL,-8.654732
03-02-2025 22:57,HYPE,SELL,0.0
14-02-2024 02:46,BTC,SELL,0.0
25-02-2025 05:23,HYPE,BUY,0.0
08-03-2025 04:43,SOL,BUY,0.0
28-01-2025 02:04,PENDLE,SELL,10.923275
27-02-2025 14:36,HYPE,SELL,0.0
21-04-2025 13:17,HYPE,SELL,0.0
13-05-2024 23:02,PURR/USDC,SELL,0.0
12-03-2025 15:02,HYPE,SELL,11.237835
20-12-2024 18:17,FARTCOIN,BUY,1.494
19-04-2025 11:34,HYPE,SELL,0.0
08-01-2025 17:31,BTC,BUY,0.0
01-12-2024 09:30,@107,SELL,90.435919
09-04-2025 17:31,PAXG,SELL,0.0
20-02-2025 22:27,BTC,BUY,0.0
05-03-2025 04:20,HYPE,SELL,17.277152
16-04-2025 22:39,BTC,BUY,0.0
11-02-2025 07:17,PURR/USDC,SELL,-2.1536
29-03-2025 20:51,BTC,BUY,0.0
25-02-2025 05:23,HYPE,BUY,0.0
24-02-2025 18:25,HYPE,SELL,0.116866
11-04-2025 06:12,@107,BUY,0.0
21-04-2025 19:50,BTC,SELL,0.0838
29-04-2025 16:57,HYPE,BUY,1.23192
15-02-2025 05:14,@107,BUY,0.0
23-04-2025 02:17,kBONK,BUY,-7.79139
08-04-2025 12:16,@107,BUY,0.0
21-12-2024 15:10,@107,BUY,0.0
16-02-2024 04:29,RNDR,SELL,0.0
07-12-2024 05:31,HBAR,SELL,0.0
19-03-2025 21:33,HYPE,SELL,0.065664
01-03-2025 06:40,SOL,SELL,-0.937035
31-01-2024 04:00,BTC,BUY,0.00871
20-02-2025 02:36,BTC,BUY,8.17141
16-06-2024 22:53,ETHFI,SELL,0.0
04-03-2025 07:31,@107,BUY,0.0
15-02-2025 01:40,HYPE,SELL,0.0
25-02-2025 10:45,@107,SELL,8.988615
12-04-2025 09:15,BTC,SELL,0.031425
20-04-2025 05:58,HYPE,SELL,0.0
20-12-2024 21:02,HBAR,BUY,-1.902234
02-03-2025 23:11,BTC,SELL,2317.04352
05-03-2024 21:34,kPEPE,SELL,108.52488
15-02-2025 03:44,PYTH,SELL,25.559962
12-03-2025 14:49,HYPE,BUY,0.0
26-03-2025 12:10,HYPE,SELL,13.794774
14-11-2024 07:22,kPEPE,BUY,0.0
22-07-2024 07:53,ZRO,BUY,-5.093865
10-12-2024 05:27,PURR,SELL,15.985244
06-08-2024 03:09,@4,BUY,0.0
11-03-2025 07:00,@107,SELL,-97.707316
15-01-2025 17:55,AIXBT,SELL,0.0
15-04-2025 04:52,TRUMP,BUY,12.576
26-03-2025 12:16,HYPE,SELL,20.770992
01-12-2024 01:52,APE,SELL,0.0
09-04-2025 23:21,GMX,SELL,256.625651
20-02-2025 02:04,HYPE,SELL,9.304485
03-02-2025 21:16,ETH,SELL,0.0
10-04-2025 21:30,BTC,BUY,0.0
20-01-2025 20:54,BTC,BUY,0.0
17-11-2024 09:01,SOL,SELL,12.6234
26-04-2025 06:25,@107,SELL,-24.108148
04-04-2025 17:02,FARTCOIN,BUY,13.535952
23-04-2025 05:13,kBONK,BUY,-22.732647
07-03-2025 20:41,HYPE,SELL,1.4052
19-01-2025 01:05,PURR/USDC,SELL,1.788599
04-02-2025 08:01,HYPE,SELL,0.0
04-04-2025 18:12,HYPE,BUY,0.0
26-12-2024 06:33,HYPE,BUY,504.72211
09-02-2025 12:47,LINK,SELL,8.697816
07-04-2025 20:05,XRP,SELL,-8.2276
26-03-2025 10:17,HYPE,BUY,0.0
24-02-2025 18:52,HYPE,SELL,0.5512
19-04-2025 02:46,@107,SELL,0.203421
25-02-2025 07:24,HYPE,BUY,0.0
21-11-2024 21:54,ETH,SELL,0.0
19-03-2025 21:43,MELANIA,SELL,0.0
26-02-2025 19:49,SUI,SELL,39.165324
24-04-2025 02:36,HYPE,SELL,0.078058
23-02-2025 09:36,ZEREBRO,SELL,1.586
08-01-2025 22:38,BRETT,BUY,5.6384
14-02-2024 15:31,RUNE,SELL,84.2112
16-11-2024 14:24,TNSR,SELL,0.0
09-04-2025 23:08,ADA,BUY,-2664.984944
05-02-2025 19:09,@107,BUY,0.0
17-12-2024 12:13,@107,SELL,96.586529
26-04-2025 05:11,BTC,BUY,0.0
07-01-2025 17:56,VIRTUAL,BUY,5.592896
09-02-2025 09:17,MELANIA,SELL,0.0
24-03-2025 03:27,HYPE,SELL,4.0698
25-02-2025 00:47,HYPE,BUY,0.0
16-01-2025 22:46,BTC,SELL,170.72125
04-02-2025 18:28,HYPE,SELL,0.0
26-11-2024 02:26,ETH,SELL,1.561032
09-03-2025 22:38,SOL,SELL,11.121374
19-12-2024 13:21,@107,SELL,0.213866
13-12-2024 22:56,HYPE,SELL,15.64547
25-03-2025 19:36,BTC,BUY,-17.125885
23-04-2025 15:28,kPEPE,BUY,-36.050455
17-04-2025 18:43,HYPE,BUY,0.51546
06-04-2025 15:42,HYPE,BUY,0.0
03-03-2025 08:55,SOL,SELL,2990.198376
29-04-2025 01:10,BTC,SELL,0.51794
18-04-2025 07:57,HYPE,SELL,0.0
22-04-2025 20:56,PAXG,BUY,-1.142445
04-03-2024 22:46,DOGE,BUY,22.38314
14-01-2025 01:20,BTC,SELL,96.783296
03-04-2025 04:14,HYPE,BUY,0.0
17-03-2025 07:55,@142,SELL,-33.371573
09-04-2025 05:43,ETH,SELL,0.0
04-03-2025 07:05,HYPE,BUY,0.0
26-03-2025 20:43,HYPE,SELL,0.0
03-02-2025 05:03,@85,BUY,0.0
28-04-2025 09:17,HYPE,SELL,39.148564
03-04-2025 05:25,SOL,BUY,0.0
16-12-2024 05:37,STX,SELL,0.0
21-12-2024 19:41,@107,SELL,18.094117
14-02-2025 02:19,HYPE,SELL,0.0
14-04-2025 19:12,FARTCOIN,SELL,0.0
24-01-2025 03:31,@107,BUY,0.0
13-03-2025 12:30,HYPE,SELL,3.37314
25-01-2025 21:23,JUP,SELL,0.0
25-02-2025 00:08,IP,BUY,0.0
29-11-2024 19:04,ETH,BUY,0.0
18-12-2024 04:44,BTC,BUY,0.0
19-02-2025 00:59,BTC,BUY,0.0
03-04-2025 19:43,BTC,BUY,0.0
19-01-2025 14:48,SOL,SELL,0.0
06-01-2024 02:14,ETH,SELL,2.176306
10-04-2025 00:16,SOL,BUY,2.583945
22-11-2024 03:36,SOL,BUY,0.0
29-04-2025 00:35,BTC,BUY,0.0
20-02-2025 03:41,HYPE,SELL,0.116964
12-11-2024 11:04,ETH,BUY,1.3482
20-02-2025 05:04,SEI,SELL,0.1221
27-02-2024 10:14,ALT,BUY,-19.2402
25-02-2025 03:44,HYPE,BUY,0.0
22-02-2025 01:12,HYPE,BUY,0.70752
10-01-2025 05:21,FARTCOIN,SELL,-12.093292
25-03-2025 18:02,HYPE,SELL,9.86304
03-03-2025 19:12,ETH,SELL,0.0
14-04-2025 03:03,BTC,BUY,0.0
19-01-2025 18:40,HYPE,BUY,0.0
20-03-2024 00:38,ONDO,BUY,10.71026
23-12-2024 20:45,@107,SELL,2.210764
06-02-2024 02:50,BTC,SELL,0.0
16-12-2024 10:28,HYPE,SELL,4.72956
06-02-2025 19:36,BERA,BUY,-27.332508
09-03-2025 03:51,HYPE,BUY,0.0
15-03-2025 01:33,SOL,BUY,1152.93618
06-02-2025 21:19,HYPE,BUY,265.673385
24-07-2024 05:56,@8,BUY,0.0
23-04-2025 22:00,MELANIA,BUY,7.49892
27-09-2024 20:42,EIGEN,SELL,0.0
24-02-2025 07:19,HYPE,BUY,0.0
09-04-2025 10:14,SUI,SELL,20.8236
26-06-2024 01:36,ETH,SELL,261.70663
26-03-2025 20:14,@107,BUY,0.0
29-12-2024 05:19,HYPE,SELL,0.0
10-03-2025 14:03,HYPE,BUY,0.0
19-04-2025 20:06,SOL,SELL,0.0
28-03-2025 13:06,HYPE,BUY,0.0
07-03-2025 20:39,HYPE,SELL,43.078
24-03-2025 10:21,PENDLE,SELL,2.459816
06-01-2025 18:11,HYPE,SELL,0.0
21-12-2024 22:18,ETH,BUY,246.35856
04-04-2025 16:36,@107,BUY,0.0
19-11-2024 00:52,BTC,BUY,0.0
12-01-2025 21:14,PNUT,SELL,0.162071
22-11-2024 09:08,TIA,BUY,0.0
29-01-2025 05:30,FARTCOIN,BUY,25.859423
12-03-2025 15:17,HYPE,BUY,0.0
30-01-2025 14:06,@107,BUY,0.0
19-02-2025 17:33,JELLY,BUY,7.680045
31-07-2024 18:53,TNSR,SELL,0.0
11-02-2025 02:21,BTC,SELL,0.913891
17-07-2024 16:46,WLD,BUY,52.077981
11-12-2024 06:55,@107,BUY,0.0
11-03-2025 07:07,@107,SELL,-701.598143
29-03-2025 10:05,HYPE,BUY,0.0
23-04-2025 01:12,BTC,SELL,1.595433
31-01-2024 04:30,BTC,BUY,0.00026
31-12-2024 19:51,PENGU,SELL,99.604992
24-02-2025 10:52,HYPE,SELL,-50.83473
03-03-2025 07:22,SOL,BUY,213.374833
04-03-2025 16:17,HYPE,SELL,0.7752
30-12-2024 02:04,HYPE,BUY,6.595
23-12-2024 13:32,PURR/USDC,BUY,0.0
20-11-2024 18:57,SOL,SELL,1.4055
26-03-2025 19:34,HYPE,SELL,0.0
24-02-2025 20:22,HYPE,BUY,0.0
10-12-2024 18:22,@107,BUY,0.0
28-03-2025 07:22,HYPE,SELL,7.01142
25-02-2025 07:24,HYPE,BUY,0.0
04-03-2025 08:49,HYPE,BUY,0.0
05-03-2024 00:31,kBONK,SELL,13.144864
14-03-2025 09:41,HYPE,SELL,28.104496
24-02-2025 18:31,ETH,BUY,97.788
09-04-2025 23:29,PAXG,BUY,4.657216
